StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q164,Q167,Q167_15_TEXT,Q168,Q242,Q153,Q233,Q233_4_TEXT,Q155,Q155_12_TEXT,Q248,Q239,Q239_7_TEXT,Q169,Q143_Id,Q143_Name,Q143_Size,Q143_Type,QID22,Q93,Q93_11_TEXT,Q98_1,Q98_2,Q98_3,Q98_12,Q197_1,Q197_2,Q197_12,Q197_13,Q197_14,Q197_14_TEXT,Q99_1,Q99_2,Q99_6,Q99_3,Q99_4,Q99_5,Q99_7,Q99_8,Q100_1,Q100_2,Q100_3,Q100_4,Q219_1,Q219_2,Q219_2_TEXT,Q219_3,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q17,Q45,Q45_7_TEXT,Q46,Q46_7_TEXT,Q47,Q47_3_TEXT,Q49,Q49_11_TEXT,Q50,Q50_5_TEXT,Q59,Q60,Q60_5_TEXT,Q157,Q158,Q158_13_TEXT,Q176,Q176_7_TEXT,Q177,Q178,Q189,Q179,Q179_9_TEXT,Q232,Q233.1,Q233_9_TEXT,Q233_5_TEXT,Q234,Q235,Q235_3_TEXT,Q236,Q237,Q238,Q238_6_TEXT,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_7_TEXT,Q23,Q23_3_TEXT,Q25,Q25_4_TEXT,Q27,Q27_5_TEXT,Q29,Q29_6_TEXT,Q31,Q31_8_TEXT,Q33,Q33_7_TEXT,Q36,Q36_7_TEXT,Q39,Q39_4_TEXT,Q41,Q41_5_TEXT,Q43,Q43_5_TEXT,Q238_1,Q238_2,Q238_3,Q238_4,Q238_5,Q238_6,Q238_7,Q238_8,Q103,Q103_9_TEXT,Q105_1,Q105_2,Q105_3,Q105_4,Q105_5,Q105_6,Q105_6_TEXT,Q105_7,Q107,Q107_7_TEXT,Q110,Q111_1,Q111_2,Q111_3,Q111_4,Q111_5,Q111_6,Q111_7,Q111_8,Q111_9,Q111_10,Q111_11,Q111_12,Q111_12_TEXT,Q113,Q115_1,Q115_2,Q115_3,Q115_4,Q115_5,Q115_6,Q115_7,Q115_8,Q115_8_TEXT,Q152,Q152_8_TEXT,Q226_1_1,Q226_1_2,Q226_2_1,Q226_2_2,Q226_3_TEXT,Q226_3_1,Q226_3_2,Q137,Q91,Q116,Q66,Q111_1.1,Q69,Q231,Q68_1,Q70,Q71,Q71_4_TEXT,Q72,Q72_4_TEXT,Q74,Q74_11_TEXT,Q77_1,Q78,Q230,Q80_1,Q84,Q81,Q81_4_TEXT,Q82,Q82_4_TEXT,Q83,Q83_9_TEXT,Q121,Q121_4_TEXT,Q85,Q85_4_TEXT,Q62_1,Q62_1_TEXT,Q62_2,Q62_3,Q62_4,Q63,Q63_9_TEXT,Q92_1_1,Q92_1_2,Q92_1_3,Q92_2_1,Q92_2_2,Q92_2_3,Q92_3_1,Q92_3_2,Q92_3_3,Q92_4_1,Q92_4_2,Q92_4_3,Q92_5_1,Q92_5_2,Q92_5_3,Q92_6_1,Q92_6_2,Q92_6_3,Q92_7_1,Q92_7_2,Q92_7_3,Q92_8_TEXT,Q92_8_1,Q92_8_2,Q92_8_3,Q88_1_1,Q88_1_2,Q88_1_3,Q88_2_1,Q88_2_2,Q88_2_3,Q88_3_1,Q88_3_2,Q88_3_3,Q88_4_TEXT,Q88_4_1,Q88_4_2,Q88_4_3,Q89_1_1,Q89_1_2,Q89_1_3,Q89_2_1,Q89_2_2,Q89_2_3,Q89_3_1,Q89_3_2,Q89_3_3,Q89_4_TEXT,Q89_4_1,Q89_4_2,Q89_4_3,Q227_1_1,Q227_1_2,Q227_1_3,Q227_2_1,Q227_2_2,Q227_2_3,Q227_3_1,Q227_3_2,Q227_3_3,Q227_4_1,Q227_4_2,Q227_4_3,Q227_5_TEXT,Q227_5_1,Q227_5_2,Q227_5_3,Q228_1_1,Q228_1_5,Q228_1_2,Q228_2_1,Q228_2_5,Q228_2_2,Q228_3_1,Q228_3_5,Q228_3_2,Q228_4_1,Q228_4_5,Q228_4_2,Q228_5_1,Q228_5_5,Q228_5_2,Q228_6_1,Q228_6_5,Q228_6_2,Q228_7_1,Q228_7_5,Q228_7_2,Q228_8_1,Q228_8_5,Q228_8_2,Q228_9_1,Q228_9_5,Q228_9_2,Q228_10_TEXT,Q228_10_1,Q228_10_5,Q228_10_2,Q245_1,Q245_2,Q245_3,Q245_4,Q245_5,Q245_6,Q245_7,Q245_8,Q245_9,Q245_10,Q245_11,Q245_12,Q245_13,Q245_13_TEXT,Q245_14,Q245_15,Q251,Q251_5_TEXT,Q246,Q249_1,Q249_2,Q249_3,Q249_4,Q249_5,Q249_6,Q249_7,Q249_8,Q249_9,Q249_10,Q249_11,Q249_12,Q249_13,Q249_14,Q249_15,Q249_16,Q249_17,Q249_18,Q249_19,Q249_19_TEXT,Q249_20,Q249_21,Q252,Q252_5_TEXT,Q250,Q253,Country_Cleaned_Up
13.12.2022 08:24,13.12.2022 09:02,100,2262,True,13.12.2022 09:02,United States of America,Rooms or subsections of multiple buildings,,,Completed with publication - the case study has been completed and published (you can submit a link in a future question),"Less than 10 years,11 to 25 years,26 to 50 years","New Construction (built recently),Recently renovated/refurbished,Listed or historical building",,University or higher education office,,11-15,"Yes, IRB/Ethics Review is approved.",,doi: 10.1109/JIOT.2020.3038378,F_3Duxv0DDieWcbp1,Intelligent_Agents_to_Improve_Thermal_Satisfaction_by_Controlling_Personal_Comfort_Systems_Under_Different_Levels_of_Automation.pdf,1591037.0,application/pdf,"Data about the occupants (occupant demographics and/or meta data),Modes of occupant detection, presence and/or indoor environmental sensing,Data about occupant interaction interfaces and motivation,An intervention or experiment that was designed to improve building performance or occupant satisfaction,Development of machine learning models to predict human behavior, preference, or satisfaction","Office workers,Academics,Students,Other","Faculty, staff and graduate students in their office spaces",71.5,28.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,,0.0,"Education,Income,Health/ Well-being",,"Age,Gender",,,,,Occupant type,,"9 participants were administrative staff, 3 research staff, 1 faculty, and 1 graduate student. We did not collect income or education level but all participants had at least a Bachelors degree. Income level for participants should be medium except for graduate student based on their job role but we did not explicitely collect this information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motion sensing,,,,,,"This study used personal comfort system, so each occupant had the system in their desks. Occupancy was monitored using a motion sensor at each desk.",,,,,PIR,,,,,,,,,,,,,,,,,,,,,,,"Clothing level,Comfort experience,Degree of control","Fan,Other",personal heater at the desk,"Fan,Other","Fan,Other",,,,"Fan,Other",2 intermediate levels of control between fully manual and fully automated,,"Online system (complaints tracked and stored in a database),Other",The user interface was a touchscreen run on a raspberry pi. UI was similar to a phone app but was part of the developed system.,,,,,,,,,,,,,,,,,,,,,,,,,Intervention related to system and control,,01/18/2020,01/31/2020,02/01/2020,03/15/2020,,,,Automatic,"Aware that intervention is occurring,Aware how intervention is implemented",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presence,"If occupant was not present, the devices were not controlled. If occupants were present, then ML models were used to predict thermal sensation and actuate appropriate devices.",,Machine Learning/ Deep Learning,Machine Learning/ Deep Learning,Comfort,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113 (7 point scale),0.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Classification,,,,,,,,,,,,,,,"Thermal environmental sensor data (i.e.: temperature, humidity sensors)",,51-200,,"Baseline Model,Proposed Model (highest performer)",,,,,,,,,,,,,,,,,,,,,Python,,"Baseline did not involve PCS(fans or heaters). There were 4 levels of automation that were evaluated: manual, inquisitive, adaptive, and full automation. The average thermal satisfaction in baseline was -0.643 and highest thermal satisfaction was for inquisitive automation at 1.214 on the 7 point scale. Results for all conditions are in the shared paper.",No plans to share,United States
13.12.2022 15:31,13.12.2022 15:51,100,1227,True,13.12.2022 15:51,Australia,A whole floor or similar larger subsection of a building,,,Completed with publication - the case study has been completed and published (you can submit a link in a future question),51-100 years,Recently renovated/refurbished,,Other,University public areas (no classrooms and offices),16-30,"Yes, IRB/Ethics Review is approved.",,"https://www.tandfonline.com/doi/full/10.1080/00038628.2019.1691971, https://www.tandfonline.com/doi/full/10.1080/00038628.2019.1691971",F_2Ei4BjOXiqEc4lF,IEC Europe Conference.pdf,1308974.0,application/pdf,"Data about the occupants (occupant demographics and/or meta data),Building HVAC and automation and/or controls information,Building lighting systems and automation and/or controls information,Data about occupant interaction interfaces and motivation",Students,,66.0,34.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,34.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,,,"Occupant type,Age,Gender,Education",,,,,Occupant type,,,,,,,,,,,,,,,,Yes,,,Mechanical - Forced Air,,,,,,,,Fluorescent bulb size (T5/ T8/ T12),,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clothing level,,,,Activity rate,"Comfort experience,Personal attitude,Social norms,Degree of control,Others",Other,migration,Light,Adjustable internal blind,,,"Heating,Cooling,Ventilation",,,,No communication,,Yes,Collected via Interviews,Collected via Interviews,Collected via Interviews,Collected via Interviews,,Collected via Interviews,Collected via Interviews,Collected via Interviews,Collected via Interviews,,,,,Yes,Collected via Interviews,Collected via Interviews,Collected via Interviews,,,Collected via Interviews,Collected via Interviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia
13.12.2022 20:24,13.12.2022 20:34,100,585,True,13.12.2022 20:34,Australia,Rooms or subsections of multiple buildings,,"1001-2000 sqm (21,500 sqft)",Completed with publication - the case study has been completed and published (you can submit a link in a future question),,,,School (Primary/secondary/high school),,16-30,"Yes, IRB/Ethics Review is approved.",,https://www.nature.com/articles/s41597-022-01347-w,,,,,"Data about the occupants (occupant demographics and/or meta data),Modes of occupant detection, presence and/or indoor environmental sensing,Development of machine learning models to predict human behavior, preference, or satisfaction",Students,,50.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,,,"Occupant type,Age,Gender",,Health/ Well-being,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Physiological sensor data (i.e.: skin temperature, heart rate)",,201-500,,Proposed Model (not highest performing),Proposed Model (not highest performing),Proposed Model (not highest performing),Proposed Model (not highest performing),,,,Proposed Model (not highest performing),,,,Proposed Model (not highest performing),,,,,,,,,,Python,,,"Yes, shared data only",Australia
14.12.2022 18:58,14.12.2022 20:57,100,7150,True,14.12.2022 20:57,"Korea, Republic of",A room or small set of rooms in a larger building,,"4001-8000 sqm (86,100 sqft)",Analysis phase - completion of data collection and analysis underway,11 to 25 years,Listed or historical building,,Mid- to high-rise apartment (more than five floors),,101-300,,,https://doi.org/10.1016/j.enbuild.2022.112494,,,,,Data about the occupants (occupant demographics and/or meta data),Residents,,50.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,,,Occupant type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Korea
19.12.2022 02:46,21.12.2022 08:30,100,193402,True,21.12.2022 08:30,Italy,A room or small set of rooms in a larger building,,0-100 sqm (1080 sqft),Completed - the case study has been completed,Less than 10 years,New Construction (built recently),,University or higher education office,,11-15,No IRB or Ethics review.,,,,,,,"Data about the occupants (occupant demographics and/or meta data),Modes of occupant detection, presence and/or indoor environmental sensing,An intervention or experiment that was designed to improve building performance or occupant satisfaction","Office workers,Academics,Teacher,Students",,60.0,40.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,,0.0,Income,,"Occupant type,Age,Gender,Education,Health/ Well-being",,,,,,,"This study investigates the influence of different environmental parameters in the self-perceived productivity of office workers, considering a living laboratory. Surveys about self-perceived productivity, comfort perception and sensation were asked in fall and summer in 5 offices in a living laboratory environment. Statistical tests were performed to check the correlation between the various env. domains and the productivity. Study still under evaluation for conference publication.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not collected,Not collected,Not collected,Not collected,Not collected,Environmental sensing,,,,,,,,,,,"Temperature-sensing,Humidity-sensing,Illuminance sensing,Other",Windown/door opening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Energy efficiency,Comfort,Productivity,Health,Indoor environmental quality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy
21.12.2022 08:30,21.12.2022 08:45,100,916,True,21.12.2022 08:45,Italy,A room or small set of rooms in a larger building,,0-100 sqm (1080 sqft),Completed - the case study has been completed,Less than 10 years,New Construction (built recently),,University or higher education office,,11-15,No IRB or Ethics review.,,10.1016/j.enbuild.2022.112197,,,,,"Building lighting systems and automation and/or controls information,Modes of occupant detection, presence and/or indoor environmental sensing,Data about occupant interaction interfaces and motivation,Development of machine learning models to predict human behavior, preference, or satisfaction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not collected,Not collected,Not collected,Not collected,Not collected,Environmental sensing,,,,,,,,,,,"Temperature-sensing,Humidity-sensing,Acoustic-sensing,Illuminance sensing,Other",Windown/door opening,,,,,,,,,,,"Activity rate,Clothing level,Comfort experience,Personal attitude,Social norms,Degree of control",,,,,,,,"Operable window,Adjustable internal blind,Light,Heating,Cooling",,"Operable window,Adjustable internal blind,Light,Heating,Cooling",,,,,,,"Adjustable external blind,Ventilation,Fan,Other",No communication,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regression,Reduce the sample size,,,"Thermal environmental sensor data (i.e.: temperature, humidity sensors)",,5000+,,,,,,,,,,,,,,,,Baseline Model,,,,,,,Python,,,No plans to share,Italy
10.01.2023 00:57,10.01.2023 02:06,100,4133,True,10.01.2023 02:06,Singapore,Rooms or subsections of multiple buildings,,101-200 sqm (2150 sqft),Completed - the case study has been completed,Less than 10 years,New Construction (built recently),,University or higher education office,,16-30,"Yes, IRB/Ethics Review is approved.",,,,,,,"Data about the occupants (occupant demographics and/or meta data),Building HVAC and automation and/or controls information,Building lighting systems and automation and/or controls information","Office workers,Students",,51.0,49.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,90.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,,0.0,,,"Age,Gender,Health/ Well-being",,,,,,,,,,,,,,,,,,,,,Yes,"CAV system,VAV AHU system without zone reheat or perimeter heating,Ceiling fan system",,Mixed-mode with motorized windows automatically controlled by the BAS,,Less than 5 zones,,2-4 Occupants,Window contact sensors,,newer than 5 years,,,,,,,,2-4 Occupants,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singapore
10.01.2023 12:12,10.01.2023 12:38,100,1586,True,10.01.2023 12:38,United States,A room or small set of rooms in a larger building,,201-500 sqm (5380 sqft),Data collection phase - the case study data collection is currently underway,,Listed or historical building,,University or higher education classroom,,,No IRB or Ethics review.,,,,,,,"Data about the occupants (occupant demographics and/or meta data),Building HVAC and automation and/or controls information,Modes of occupant detection, presence and/or indoor environmental sensing,An intervention or experiment that was designed to improve building performance or occupant satisfaction,Development of machine learning models to predict human behavior, preference, or satisfaction",Students,,40.0,60.0,0.0,0.0,0.0,99.0,1.0,0.0,0.0,,0.0,0.0,0.0,70.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,99.0,0.0,,1.0,"Occupant type,Age,Gender,Education,Income,Health/ Well-being",,,,,,,,,,,,,,,,,,,,,,,Yes,Other (please describe),Single Duct Fan Coil System,Mechanical - Forced Air,,Less than 5 zones,More than 200 m2,10+ Occupants,"CO2,Temperature,Others","PIR sensor, Floor mat sensor",,,,,,,,,,,,Motion sensing,Motion sensing,,,,,,People Count Sensor(Floor mat sensor),,,,,PIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intervention related to system and control,,2022.10,2022.11.15,2022.11.15,2023.4,,,,Automatic,Not aware at all,,"System-level actuation (e.g., systems affecting multiple zones such as AHU)",,,,,,,,,,Other,OCC based Temperature & Ventilation control,"Heating,Ventilation",,"Set point control,Schedule control",Minimum outdoor damper position setpoint,,Availability (on/off) schedule,,Outdoor air damper,,,,,,,,"Presence,Count",,,,,Energy efficiency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regression,predict occupancy number,,,Other,CO2,201-500,,,,,,,,,,,,,,,,Baseline Model,,,,,,,Python,,,"We plan to share data/code, but haven't yet",United States
10.01.2023 23:25,10.01.2023 23:55,100,1816,True,10.01.2023 23:55,Great Britain,A whole floor or similar larger subsection of a building,,"501-1000 sqm (10,800 sqft)",Completed with publication - the case study has been completed and published (you can submit a link in a future question),Less than 10 years,,,General office,,31-50,Other,"The study was carried out in accordance with the guidelines of the national ethical principles (National Advisory Board on Research Ethics, 2009).",https://doi.org/10.3389/fpsyg.2017.01177,,,,,Data about the occupants (occupant demographics and/or meta data),Office workers,,56.0,0.0,0.0,44.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,"Education,Income,Health/ Well-being",,"Occupant type,Age,Gender",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
10.01.2023 23:59,11.01.2023 00:15,100,982,True,11.01.2023 00:15,Finland,Rooms or subsections of multiple buildings,,,Completed with publication - the case study has been completed and published (you can submit a link in a future question),,Recently renovated/refurbished,,General office,,51-100,No IRB or Ethics review.,,https://doi.org/10.1016/j.jenvp.2018.03.003,,,,,Data about the occupants (occupant demographics and/or meta data),Office workers,,63.0,0.0,0.0,37.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,"Income,Health/ Well-being",,"Occupant type,Age,Gender,Education",,,,,,,"Service years in the organization (years), supervisory position (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finland
11.01.2023 00:17,11.01.2023 00:47,100,1815,True,11.01.2023 00:47,Finland,A whole floor or similar larger subsection of a building,,,Completed with publication - the case study has been completed and published (you can submit a link in a future question),11 to 25 years,Recently renovated/refurbished,,General office,,101-300,Other,"The study was car- ried out in accordance with the requirements of the national ethical principles (National Advisory Board on Research Ethics, 2009).",http://dx.doi.org/10.1016/j.jenvp.2015.12.004,,,,,"Data about the occupants (occupant demographics and/or meta data),Building HVAC and automation and/or controls information,Building lighting systems and automation and/or controls information,An intervention or experiment that was designed to improve building performance or occupant satisfaction",Office workers,,85.0,15.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,8.0,47.0,33.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,"Income,Health/ Well-being",,"Occupant type,Age,Gender,Education",,,,,,,"Assigned by present employer [years], Assigned to present job [years], Supervisor position [%]",,,,,,,,,,,,,,Yes,"CAV system,Other (please describe)","Additional cooling was provided by ceiling- installed fan coil units, controlled by room thermostats, with an approximate density of one unit per 100 m2",Mechanical - Forced Air,,,,,Temperature,,,Fluorescent bulb size (T5/ T8/ T12),T8,,Standalone dimmable switch (non-programmable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8.2010,30.10.2010,1.11.2010,31.12.2010,Second questionnaires and measurements,1.9.2011,30.10.2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comfort,Indoor environmental quality,Other",Environmental and job satisfaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"575 (CO2, ppm)","500 (Co2, ppm)",,,,,,,,,,,,,,,,,,,,"5.0 (distraction distance, rd(m))","3,9 distraction distance, rD [m",,,,,Noise level,"50 (Laeq,8h(dB))","48,5 (Laeq,8h(dB))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finland
10.01.2023 17:25,11.01.2023 01:52,100,30368,True,11.01.2023 01:52,Singapore,Multiple whole buildings (2-5 buildings),,"8001-16,000 sqm (172,000 sqft)",Completed with publication - the case study has been completed and published (you can submit a link in a future question),"Less than 10 years,26 to 50 years","New Construction (built recently),Recently renovated/refurbished",,"University or higher education office,University or higher education classroom,University or higher education laboratory",,16-30,"Yes, IRB/Ethics Review is approved.",,"https://doi.org/10.1145/3563357.3564077, https://doi.org/10.48550/arXiv.2208.06080, https://doi.org/10.1145/3485730.3493693",,,,,"Data about the occupants (occupant demographics and/or meta data),Modes of occupant detection, presence and/or indoor environmental sensing",Students,,41.0,59.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,"Education,Income",,"Age,Gender",Health/ Well-being,Health/ Well-being,,,,,Indoor location data was collected using a smartphone app,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radio-based,Radio-based,Not collected,Not collected,Not collected,Not collected,,,,,,,,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singapore
11.01.2023 02:13,11.01.2023 02:59,100,2744,True,11.01.2023 02:59,Singapore,A room or small set of rooms in a larger building,,0-100 sqm (1080 sqft),Completed - the case study has been completed,Less than 10 years,New Construction (built recently),,"University or higher education office,University or higher education classroom",,51-100,"Yes, IRB/Ethics Review is approved.",,,,,,,"Data about the occupants (occupant demographics and/or meta data),Data about the building operators or operations policies for non-residential case studies,Building HVAC and automation and/or controls information,Building lighting systems and automation and/or controls information","Office workers,Students,Mixed",,50.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,30.0,0.0,5.0,50.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,"Occupant type,Education,Income",,"Age,Gender,Health/ Well-being",,,,,,,,Building Operator,,,,Full time (stable occupant of the building),,"Yes, Energy savings",,There were no restrictions,,,,,Yes,"CAV system,VAV AHU system without zone reheat or perimeter heating,Ceiling fan system",,Regulated mixed-mode (mechanical ventilation rate of a room changes when a window is open),,Less than 5 zones,Less than 20 m2 (215 sqft),5-10 Occupants,"CO2,Temperature,Terminal device airflow,Window contact sensors,Door contact sensors,Others",Noise meters,newer than 5 years,LED,,,Standalone on-off light switch (non-programmable),,,Less than 20 m2 (215 sqft.),5-10 Occupants,"Operable windows,Lights with manual override,Fan speed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singapore
